age,workclass,education,marital,relationship,race,gender,salary
20, ?, Some-college, Never-married, Own-child, White, Female,<=50K
24, Private, 10th, Never-married, Not-in-family, White, Male,<=50K
26, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
25, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
35, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
41, Private, Some-college, Divorced, Not-in-family, White, Male,>50K
33, Private, 11th, Never-married, Own-child, White, Male,<=50K
18, Private, Some-college, Never-married, Own-child, White, Female,<=50K
27, Self-emp-inc, HS-grad, Separated, Not-in-family, White, Male,<=50K
32, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
51, Local-gov, HS-grad, Never-married, Not-in-family, Black, Male,<=50K
38, Private, Assoc-voc, Divorced, Unmarried, Black, Female,<=50K
41, Local-gov, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
26, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
38, Self-emp-not-inc, Assoc-voc, Divorced, Unmarried, White, Male,<=50K
54, Private, 9th, Married-civ-spouse, Husband, White, Male,>50K
30, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
31, Private, Some-college, Widowed, Unmarried, White, Female,<=50K
26, State-gov, Bachelors, Never-married, Not-in-family, White, Male,<=50K
75, Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Masters, Never-married, Own-child, Black, Male,<=50K
61, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
24, Private, Some-college, Separated, Unmarried, White, Female,<=50K
22, ?, 12th, Never-married, Not-in-family, White, Male,<=50K
34, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
42, Private, Some-college, Divorced, Own-child, White, Male,<=50K
24, Private, 11th, Never-married, Not-in-family, White, Male,<=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband, White, Male,<=50K
27, Federal-gov, HS-grad, Never-married, Not-in-family, Black, Male,<=50K
39, Local-gov, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
20, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
51, Private, 11th, Never-married, Not-in-family, Black, Female,<=50K
68, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
28, Federal-gov, HS-grad, Never-married, Own-child, White, Male,<=50K
43, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
35, Private, Some-college, Married-spouse-absent, Not-in-family, White, Male,<=50K
44, Private, HS-grad, Divorced, Unmarried, Black, Female,<=50K
41, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
44, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
20, Private, HS-grad, Married-civ-spouse, Other-relative, White, Female,<=50K
46, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
27, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
32, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
46, Private, Some-college, Divorced, Not-in-family, White, Male,<=50K
26, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
20, Private, Some-college, Never-married, Own-child, Asian-Pac-Islander, Female,<=50K
36, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
49, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
32, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
32, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
49, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
36, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
22, Private, Some-college, Never-married, Other-relative, White, Male,<=50K
52, Federal-gov, HS-grad, Divorced, Not-in-family, White, Female,<=50K
42, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
22, ?, Some-college, Never-married, Own-child, White, Male,<=50K
72, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
30, Local-gov, Bachelors, Separated, Not-in-family, White, Female,<=50K
44, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
23, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
22, Private, Some-college, Never-married, Own-child, White, Male,<=50K
59, Private, Bachelors, Separated, Unmarried, White, Male,<=50K
46, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
30, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
64, Federal-gov, 7th-8th, Widowed, Unmarried, White, Female,<=50K
31, Private, Some-college, Married-civ-spouse, Wife, Black, Female,<=50K
64, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
59, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
32, Private, HS-grad, Never-married, Other-relative, Black, Female,<=50K
43, Private, Bachelors, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
66, ?, 10th, Divorced, Not-in-family, White, Female,<=50K
23, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
32, Private, 12th, Married-civ-spouse, Husband, White, Male,<=50K
49, Private, Assoc-voc, Never-married, Unmarried, White, Female,<=50K
33, Private, Some-college, Divorced, Not-in-family, White, Male,<=50K
28, Private, Prof-school, Never-married, Not-in-family, White, Female,<=50K
47, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
41, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
34, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
25, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
20, ?, Some-college, Never-married, Own-child, White, Female,<=50K
21, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
25, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
46, Private, 9th, Married-civ-spouse, Husband, White, Male,<=50K
37, Private, 1st-4th, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
41, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
44, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
54, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
58, ?, HS-grad, Widowed, Not-in-family, White, Female,<=50K
21, Private, Some-college, Never-married, Own-child, White, Female,<=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Husband, White, Male,>50K
35, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
19, Private, Some-college, Never-married, Own-child, White, Male,<=50K
48, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
56, ?, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
65, Self-emp-not-inc, Some-college, Widowed, Not-in-family, White, Female,<=50K
40, Private, Bachelors, Separated, Unmarried, Black, Male,<=50K
26, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
45, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, Some-college, Never-married, Own-child, White, Male,<=50K
32, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, Bachelors, Divorced, Not-in-family, White, Male,>50K
22, Self-emp-not-inc, Some-college, Never-married, Not-in-family, White, Male,<=50K
37, Private, Assoc-voc, Separated, Own-child, White, Female,<=50K
25, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
64, Private, 1st-4th, Married-civ-spouse, Husband, White, Male,<=50K
46, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
30, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
63, Private, Assoc-acdm, Divorced, Not-in-family, White, Male,>50K
51, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
36, Private, Doctorate, Married-civ-spouse, Husband, White, Male,<=50K
28, Self-emp-inc, Some-college, Never-married, Not-in-family, White, Male,<=50K
41, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
47, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
22, Private, Some-college, Never-married, Unmarried, Black, Female,<=50K
33, ?, Bachelors, Never-married, Own-child, Asian-Pac-Islander, Male,<=50K
34, Self-emp-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
46, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
28, Private, Some-college, Married-spouse-absent, Own-child, White, Female,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
18, Private, Some-college, Never-married, Own-child, White, Female,<=50K
33, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
51, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
54, Private, HS-grad, Never-married, Unmarried, White, Female,<=50K
29, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
40, Private, Some-college, Divorced, Not-in-family, Amer-Indian-Eskimo, Female,<=50K
53, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
22, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
33, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
28, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
63, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
53, Federal-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
37, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
50, Federal-gov, Some-college, Divorced, Unmarried, White, Male,<=50K
22, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
40, Federal-gov, Assoc-acdm, Never-married, Not-in-family, White, Female,<=50K
22, Private, Bachelors, Never-married, Not-in-family, White, Female,>50K
21, Private, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, Assoc-acdm, Married-civ-spouse, Husband, Black, Male,<=50K
20, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Assoc-voc, Never-married, Unmarried, White, Female,<=50K
32, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
42, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
33, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
27, Private, Some-college, Married-civ-spouse, Wife, White, Female,>50K
22, ?, Some-college, Never-married, Own-child, White, Female,<=50K
29, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
20, Private, Some-college, Never-married, Own-child, White, Female,<=50K
35, Private, 10th, Never-married, Own-child, White, Male,<=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
33, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
67, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
46, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, 9th, Married-civ-spouse, Wife, White, Female,>50K
17, Local-gov, 11th, Never-married, Own-child, White, Male,<=50K
35, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
48, Self-emp-not-inc, Bachelors, Married-spouse-absent, Not-in-family, Black, Male,>50K
49, Private, HS-grad, Divorced, Not-in-family, Black, Female,<=50K
20, Private, Some-college, Never-married, Other-relative, White, Female,<=50K
27, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
64, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
53, Federal-gov, Some-college, Separated, Not-in-family, Black, Male,<=50K
52, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
29, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
30, Private, Some-college, Never-married, Other-relative, White, Male,<=50K
34, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
19, ?, Some-college, Never-married, Own-child, White, Male,<=50K
39, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
28, Private, 11th, Never-married, Other-relative, White, Male,<=50K
17, Private, 12th, Never-married, Not-in-family, White, Female,<=50K
54, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
24, Private, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
25, Private, 11th, Divorced, Unmarried, White, Female,<=50K
48, Local-gov, Some-college, Married-civ-spouse, Wife, White, Female,>50K
24, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
31, Private, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
47, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
45, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
19, Private, Some-college, Never-married, Own-child, White, Female,<=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
52, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
19, ?, HS-grad, Never-married, Other-relative, Asian-Pac-Islander, Female,<=50K
60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
43, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
24, Private, Assoc-acdm, Divorced, Own-child, White, Female,<=50K
20, ?, Some-college, Never-married, Own-child, White, Female,<=50K
51, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
38, Self-emp-not-inc, 9th, Divorced, Not-in-family, White, Male,<=50K
21, Private, Some-college, Never-married, Own-child, White, Female,<=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
54, Private, Some-college, Widowed, Unmarried, White, Female,<=50K
35, Private, Bachelors, Never-married, Other-relative, White, Male,<=50K
52, Private, 11th, Separated, Unmarried, Black, Male,<=50K
53, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
56, ?, Some-college, Widowed, Not-in-family, Black, Female,<=50K
35, Private, HS-grad, Divorced, Unmarried, Black, Male,<=50K
43, Self-emp-not-inc, Some-college, Divorced, Unmarried, White, Female,<=50K
29, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, HS-grad, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
27, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
58, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
64, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
53, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,<=50K
21, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
40, Self-emp-not-inc, Assoc-acdm, Divorced, Not-in-family, White, Male,<=50K
52, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
38, Private, Assoc-voc, Never-married, Not-in-family, White, Male,<=50K
40, ?, Some-college, Divorced, Not-in-family, White, Female,<=50K
39, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
56, ?, Masters, Never-married, Not-in-family, White, Female,>50K
68, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
24, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Husband, Black, Male,>50K
38, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
45, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
18, Private, 11th, Never-married, Own-child, White, Male,<=50K
57, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
49, Private, HS-grad, Separated, Not-in-family, Black, Female,<=50K
25, Private, Some-college, Never-married, Own-child, White, Female,<=50K
52, Federal-gov, Some-college, Divorced, Not-in-family, White, Male,<=50K
56, Private, 10th, Divorced, Not-in-family, White, Male,<=50K
26, Self-emp-inc, Some-college, Never-married, Not-in-family, White, Male,<=50K
19, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
25, Self-emp-inc, Bachelors, Never-married, Own-child, Asian-Pac-Islander, Female,<=50K
25, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
21, Private, HS-grad, Never-married, Other-relative, White, Male,<=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
33, State-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
31, State-gov, HS-grad, Divorced, Own-child, Other, Male,<=50K
26, Self-emp-not-inc, HS-grad, Divorced, Unmarried, White, Male,<=50K
37, State-gov, Bachelors, Never-married, Not-in-family, White, Male,<=50K
29, ?, Some-college, Divorced, Unmarried, White, Female,<=50K
20, Private, Some-college, Never-married, Own-child, White, Male,<=50K
28, Private, Some-college, Married-civ-spouse, Husband, Other, Male,<=50K
49, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
73, ?, 10th, Never-married, Not-in-family, White, Male,<=50K
49, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
51, Private, Some-college, Married-civ-spouse, Wife, White, Female,>50K
40, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
24, Private, Assoc-voc, Never-married, Own-child, White, Female,<=50K
18, Private, 12th, Never-married, Own-child, White, Male,<=50K
41, Private, 10th, Married-civ-spouse, Husband, Black, Male,>50K
46, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
46, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
64, Private, 10th, Married-civ-spouse, Husband, White, Male,>50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
53, State-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
21, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
22, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
37, Private, Bachelors, Divorced, Unmarried, White, Female,>50K
39, Federal-gov, Prof-school, Never-married, Not-in-family, White, Male,>50K
30, Private, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
25, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
26, Private, Some-college, Never-married, Unmarried, Black, Female,<=50K
43, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
59, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
27, Private, HS-grad, Married-spouse-absent, Unmarried, White, Female,<=50K
55, Private, 10th, Married-civ-spouse, Husband, Black, Male,>50K
20, Private, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, Assoc-voc, Never-married, Not-in-family, White, Female,<=50K
28, Private, Assoc-acdm, Separated, Not-in-family, White, Male,<=50K
29, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
60, Private, 11th, Married-civ-spouse, Husband, White, Male,>50K
37, Local-gov, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
25, Private, 11th, Divorced, Own-child, White, Female,<=50K
27, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
50, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
46, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, Assoc-voc, Divorced, Unmarried, Black, Female,<=50K
21, ?, Some-college, Never-married, Own-child, White, Male,<=50K
35, ?, 11th, Separated, Not-in-family, White, Female,<=50K
40, Private, HS-grad, Never-married, Not-in-family, Black, Male,<=50K
49, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
29, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
43, Local-gov, Bachelors, Divorced, Unmarried, White, Female,<=50K
39, Private, Assoc-acdm, Never-married, Not-in-family, Black, Male,<=50K
35, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
52, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, Some-college, Never-married, Not-in-family, Black, Male,<=50K
20, Self-emp-inc, HS-grad, Never-married, Own-child, White, Female,<=50K
46, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
24, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
29, Private, Bachelors, Married-civ-spouse, Other-relative, Asian-Pac-Islander, Male,<=50K
21, Private, Some-college, Never-married, Own-child, White, Male,<=50K
37, Federal-gov, Bachelors, Divorced, Other-relative, White, Female,<=50K
43, Federal-gov, HS-grad, Never-married, Own-child, White, Male,<=50K
19, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
47, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
61, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
21, ?, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
35, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
60, Private, 10th, Married-civ-spouse, Husband, Black, Male,<=50K
27, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
57, Local-gov, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
56, Private, 1st-4th, Married-civ-spouse, Husband, White, Male,<=50K
27, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
47, Private, 7th-8th, Married-civ-spouse, Wife, Black, Female,<=50K
19, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
28, Self-emp-not-inc, 12th, Divorced, Unmarried, White, Female,<=50K
43, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
63, Local-gov, Some-college, Divorced, Not-in-family, White, Female,<=50K
22, ?, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, HS-grad, Divorced, Own-child, Asian-Pac-Islander, Female,<=50K
35, Self-emp-not-inc, HS-grad, Never-married, Own-child, White, Male,>50K
20, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
48, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
30, Local-gov, Bachelors, Never-married, Not-in-family, Black, Female,<=50K
31, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
20, Private, HS-grad, Never-married, Own-child, Asian-Pac-Islander, Female,<=50K
57, State-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
41, Private, Assoc-voc, Married-civ-spouse, Wife, White, Female,>50K
33, Private, HS-grad, Divorced, Other-relative, White, Female,<=50K
27, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
34, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
22, Private, 10th, Never-married, Not-in-family, White, Male,<=50K
50, Private, Assoc-acdm, Married-civ-spouse, Wife, Black, Female,>50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
37, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
40, ?, Assoc-acdm, Divorced, Not-in-family, White, Male,<=50K
53, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
25, State-gov, HS-grad, Never-married, Not-in-family, White, Male,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
22, ?, 12th, Never-married, Own-child, Black, Male,<=50K
18, Private, Some-college, Never-married, Own-child, White, Male,<=50K
41, Private, 11th, Married-civ-spouse, Husband, White, Male,>50K
33, Private, HS-grad, Never-married, Unmarried, White, Female,<=50K
33, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
67, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
24, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
32, Local-gov, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, HS-grad, Never-married, Unmarried, White, Female,<=50K
25, Private, Assoc-voc, Never-married, Not-in-family, White, Male,<=50K
33, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
55, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
31, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
32, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
18, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
36, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
58, Private, HS-grad, Widowed, Not-in-family, White, Female,<=50K
34, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
19, Private, 11th, Never-married, Not-in-family, White, Male,<=50K
21, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
36, Self-emp-inc, HS-grad, Never-married, Not-in-family, White, Male,<=50K
37, Private, Bachelors, Married-civ-spouse, Wife, Black, Female,>50K
43, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,<=50K
52, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
48, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
43, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
22, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
57, Private, 5th-6th, Divorced, Unmarried, White, Male,<=50K
37, Private, Assoc-acdm, Never-married, Not-in-family, White, Female,<=50K
39, Private, Some-college, Divorced, Unmarried, Asian-Pac-Islander, Female,<=50K
54, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
27, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
21, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
65, Private, Some-college, Separated, Not-in-family, White, Female,<=50K
30, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
22, Private, 9th, Never-married, Not-in-family, White, Female,<=50K
26, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, 11th, Separated, Own-child, White, Male,<=50K
35, ?, Assoc-voc, Married-civ-spouse, Wife, White, Female,>50K
47, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
23, Private, Assoc-acdm, Never-married, Own-child, White, Male,<=50K
42, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,>50K
39, Self-emp-not-inc, Some-college, Never-married, Not-in-family, Asian-Pac-Islander, Male,<=50K
55, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
24, State-gov, Masters, Married-spouse-absent, Not-in-family, Asian-Pac-Islander, Female,<=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
53, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
44, Private, 11th, Separated, Unmarried, Black, Female,<=50K
40, Private, HS-grad, Separated, Unmarried, Black, Female,<=50K
48, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
26, Private, Assoc-voc, Separated, Unmarried, White, Female,<=50K
22, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
35, ?, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
20, ?, Some-college, Never-married, Unmarried, White, Female,<=50K
43, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
37, Local-gov, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
30, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
41, Private, HS-grad, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
38, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
77, ?, 9th, Married-civ-spouse, Husband, Black, Male,<=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
20, Private, HS-grad, Never-married, Own-child, Black, Male,<=50K
36, Private, Bachelors, Divorced, Not-in-family, White, Female,<=50K
32, Federal-gov, Assoc-voc, Never-married, Other-relative, Asian-Pac-Islander, Male,<=50K
27, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
25, State-gov, Some-college, Divorced, Other-relative, White, Male,<=50K
